Timestamp,Source_IP,Bytes_Sent,HTTP_Status,Latency_ms
2026-03-01 13:10:27,192.168.1.29,2911,5,15
2026-03-01 13:13:10,192.168.1.21,2308,5,25
2026-03-01 13:17:44,192.168.1.16,2248,5,37
2026-03-01 13:18:13,192.168.1.11,2899,5,40
2026-03-01 13:17:26,192.168.1.18,2255,9,29
2026-03-01 13:19:42,192.168.1.15,2093,9,43
2026-03-01 13:18:45,192.168.1.14,1735,5,39
2026-03-01 13:18:17,192.168.1.12,2471,9,29
2026-03-01 13:10:00,192.168.1.11,1921,5,29
2026-03-01 13:15:49,192.168.1.23,1174,9,21
2026-03-01 13:14:27,192.168.1.28,837,9,11
2026-03-01 13:12:17,192.168.1.28,777,9,30
2026-03-01 13:14:41,192.168.1.27,2534,9,19
2026-03-01 13:14:32,192.168.1.14,939,5,13
2026-03-01 13:14:13,192.168.1.25,770,9,43
2026-03-01 13:13:50,192.168.1.19,1162,9,21
2026-03-01 13:16:47,192.168.1.23,1767,5,23
2026-03-01 13:10:49,192.168.1.24,2822,9,28
2026-03-01 13:12:09,192.168.1.29,1779,5,25
2026-03-01 13:15:30,192.168.1.24,2410,9,26
2026-03-01 13:10:27,192.168.1.12,2982,9,44
2026-03-01 13:17:11,192.168.1.12,882,5,25
2026-03-01 13:18:59,192.168.1.15,3000,5,42
2026-03-01 13:15:43,192.168.1.17,2622,9,33
2026-03-01 13:17:13,192.168.1.18,1861,5,37
2026-03-01 13:14:23,192.168.1.25,1265,9,39
2026-03-01 13:16:39,192.168.1.16,1763,9,33
2026-03-01 13:17:41,192.168.1.19,1186,5,37
2026-03-01 13:12:48,192.168.1.14,1966,9,35
2026-03-01 13:17:07,192.168.1.27,2223,5,40
2026-03-01 13:15:45,192.168.1.18,1387,9,13
2026-03-01 13:18:14,192.168.1.28,2017,9,16
2026-03-01 13:13:29,192.168.1.10,2823,5,36
2026-03-01 13:14:18,192.168.1.10,889,9,23
2026-03-01 13:10:51,192.168.1.10,2340,9,21
2026-03-01 13:18:33,192.168.1.19,1088,9,21
2026-03-01 13:12:38,192.168.1.30,1975,9,45
2026-03-01 13:17:30,192.168.1.24,1567,9,44
2026-03-01 13:18:40,192.168.1.11,1917,5,35
2026-03-01 13:19:36,192.168.1.10,2248,5,16
2026-03-01 13:14:22,192.168.1.15,959,9,39
2026-03-01 13:13:55,192.168.1.13,586,9,24
2026-03-01 13:11:56,192.168.1.13,1320,9,36
2026-03-01 13:16:53,192.168.1.13,1767,9,29
2026-03-01 13:10:21,192.168.1.14,2061,5,44
2026-03-01 13:12:50,192.168.1.12,1449,5,11
2026-03-01 13:15:27,192.168.1.19,624,9,12
2026-03-01 13:10:54,192.168.1.13,1540,5,43
2026-03-01 13:18:10,192.168.1.29,2186,9,13
2026-03-01 13:12:05,192.168.1.22,1635,5,12
2026-03-01 13:18:59,192.168.1.19,1992,5,32
2026-03-01 13:11:03,192.168.1.20,1275,5,28
2026-03-01 13:12:16,192.168.1.16,1549,9,34
2026-03-01 13:18:13,192.168.1.13,2818,9,29
2026-03-01 13:10:08,192.168.1.27,600,5,15
2026-03-01 13:15:24,192.168.1.21,2505,5,40
2026-03-01 13:10:55,192.168.1.24,1306,9,44
2026-03-01 13:17:48,192.168.1.30,2282,5,45
2026-03-01 13:11:04,192.168.1.22,2592,9,34
2026-03-01 13:17:08,192.168.1.30,2176,5,42
2026-03-01 13:14:53,192.168.1.21,2146,9,21
2026-03-01 13:10:42,192.168.1.20,2021,9,20
2026-03-01 13:17:18,192.168.1.25,2846,9,34
2026-03-01 13:16:54,192.168.1.24,2488,9,20
2026-03-01 13:10:57,192.168.1.12,2195,5,25
2026-03-01 13:14:35,192.168.1.15,804,5,16
2026-03-01 13:12:40,192.168.1.11,573,9,23
2026-03-01 13:16:07,192.168.1.19,2025,5,12
2026-03-01 13:14:50,192.168.1.13,2636,9,17
2026-03-01 13:10:55,192.168.1.17,2729,9,24
2026-03-01 13:18:16,192.168.1.20,514,5,41
2026-03-01 13:16:18,192.168.1.28,2555,5,13
2026-03-01 13:14:50,192.168.1.29,2431,5,25
2026-03-01 13:18:14,192.168.1.16,1914,5,14
2026-03-01 13:17:07,192.168.1.30,1914,9,44
2026-03-01 13:18:58,192.168.1.22,701,9,42
2026-03-01 13:10:02,192.168.1.28,507,5,35
2026-03-01 13:17:45,192.168.1.15,2898,5,16
2026-03-01 13:11:55,192.168.1.23,1382,5,23
2026-03-01 13:14:00,192.168.1.19,2471,5,20
2026-03-01 13:10:16,192.168.1.20,2567,9,39
2026-03-01 13:14:05,192.168.1.17,762,5,19
2026-03-01 13:14:32,192.168.1.24,822,9,16
2026-03-01 13:15:08,192.168.1.14,1812,5,14
2026-03-01 13:19:46,192.168.1.16,2033,9,11
2026-03-01 13:13:18,192.168.1.10,1828,9,28
2026-03-01 13:19:00,192.168.1.23,2576,9,29
2026-03-01 13:17:52,192.168.1.23,744,9,22
2026-03-01 13:19:49,192.168.1.13,1505,9,35
2026-03-01 13:16:55,192.168.1.24,2981,9,14
2026-03-01 13:10:02,192.168.1.16,1104,9,33
2026-03-01 13:13:19,192.168.1.17,1147,9,41
2026-03-01 13:18:49,192.168.1.25,1417,9,18
2026-03-01 13:16:02,192.168.1.22,2564,9,29
2026-03-01 13:15:18,192.168.1.23,2981,5,41
2026-03-01 13:10:10,192.168.1.14,501,5,39
2026-03-01 13:12:32,192.168.1.19,2096,9,10
2026-03-01 13:16:55,192.168.1.13,2543,9,36
2026-03-01 13:17:02,192.168.1.14,1417,9,37
2026-03-01 13:19:35,192.168.1.16,2734,5,14
2026-03-01 13:18:06,192.168.1.12,1459,9,21
2026-03-01 13:16:57,192.168.1.14,2171,5,30
2026-03-01 13:17:22,192.168.1.30,1284,5,14
2026-03-01 13:17:06,192.168.1.27,1351,9,38
2026-03-01 13:17:04,192.168.1.29,726,5,25
2026-03-01 13:14:46,192.168.1.29,560,5,42
2026-03-01 13:17:28,192.168.1.28,1378,5,23
2026-03-01 13:12:26,192.168.1.22,928,5,42
2026-03-01 13:19:04,192.168.1.11,780,9,11
2026-03-01 13:10:04,192.168.1.23,2152,5,33
2026-03-01 13:14:38,192.168.1.11,2629,5,45
2026-03-01 13:20:16,192.168.1.26,2847,5,28
2026-03-01 13:26:07,192.168.1.16,1060,9,26
2026-03-01 13:28:59,192.168.1.11,2545,5,29
2026-03-01 13:27:41,192.168.1.19,1361,5,35
2026-03-01 13:20:56,192.168.1.28,2105,9,34
2026-03-01 13:24:41,192.168.1.12,1109,5,36
2026-03-01 13:28:45,192.168.1.10,1653,9,24
2026-03-01 13:24:44,192.168.1.30,2820,5,29
2026-03-01 13:26:13,192.168.1.30,2748,9,16
2026-03-01 13:26:20,192.168.1.18,2419,9,11
2026-03-01 13:20:32,192.168.1.24,2373,5,13
2026-03-01 13:25:33,192.168.1.23,2869,9,41
2026-03-01 13:28:11,192.168.1.19,1237,9,10
2026-03-01 13:25:00,192.168.1.28,901,5,27
2026-03-01 13:29:58,192.168.1.21,1333,9,28
2026-03-01 13:20:46,192.168.1.13,752,5,41
2026-03-01 13:20:41,192.168.1.28,667,9,32
2026-03-01 13:27:34,192.168.1.23,1852,9,39
2026-03-01 13:24:03,192.168.1.17,2452,5,14
2026-03-01 13:20:38,192.168.1.15,1624,9,27
2026-03-01 13:22:45,192.168.1.20,2066,5,11
2026-03-01 13:28:23,192.168.1.17,1365,5,27
2026-03-01 13:23:29,192.168.1.22,2849,9,13
2026-03-01 13:27:02,192.168.1.11,1541,9,18
2026-03-01 13:27:03,192.168.1.26,1108,9,21
2026-03-01 13:21:15,192.168.1.19,1238,5,35
2026-03-01 13:26:33,192.168.1.12,2505,5,10
2026-03-01 13:29:06,192.168.1.22,1285,9,18
2026-03-01 13:29:44,192.168.1.26,1908,5,10
2026-03-01 13:22:00,192.168.1.13,1001,5,10
2026-03-01 13:25:55,192.168.1.16,1493,5,28
2026-03-01 13:28:49,192.168.1.20,964,5,14
2026-03-01 13:28:07,192.168.1.13,1336,9,10
2026-03-01 13:21:59,192.168.1.23,1364,5,37
2026-03-01 13:20:59,192.168.1.26,2392,9,19
2026-03-01 13:29:23,192.168.1.18,1944,5,21
2026-03-01 13:25:20,192.168.1.15,2653,9,32
2026-03-01 13:24:26,192.168.1.12,2551,9,24
2026-03-01 13:20:10,192.168.1.11,2139,9,28
2026-03-01 13:21:16,192.168.1.27,2229,5,27
2026-03-01 13:26:44,192.168.1.29,2178,5,35
2026-03-01 13:22:03,192.168.1.15,1373,5,39
2026-03-01 13:28:14,192.168.1.29,1060,5,22
2026-03-01 13:20:07,192.168.1.12,656,5,38
2026-03-01 13:26:12,192.168.1.14,551,5,16
2026-03-01 13:29:14,192.168.1.28,1294,9,11
2026-03-01 13:24:12,192.168.1.28,1166,5,43
2026-03-01 13:20:22,192.168.1.13,1174,9,26
2026-03-01 13:26:55,192.168.1.10,2100,9,45
2026-03-01 13:27:12,192.168.1.27,2012,9,35
2026-03-01 13:29:56,192.168.1.13,2499,5,14
2026-03-01 13:25:29,192.168.1.19,980,5,37
2026-03-01 13:25:46,192.168.1.10,2469,5,14
2026-03-01 13:21:22,192.168.1.26,2143,9,45
2026-03-01 13:20:11,192.168.1.27,906,5,38
2026-03-01 13:22:55,192.168.1.22,2002,9,22
2026-03-01 13:26:22,192.168.1.16,827,9,21
2026-03-01 13:21:36,192.168.1.29,2267,5,21
2026-03-01 13:23:01,192.168.1.23,1262,9,39
2026-03-01 13:29:11,192.168.1.29,1421,9,20
2026-03-01 13:22:54,192.168.1.17,833,5,31
2026-03-01 13:29:09,192.168.1.27,2457,5,31
2026-03-01 13:26:17,192.168.1.23,2856,9,21
2026-03-01 13:22:31,192.168.1.13,936,5,26
2026-03-01 13:24:10,192.168.1.29,826,9,12
2026-03-01 13:25:52,192.168.1.23,1852,5,26
2026-03-01 13:28:27,192.168.1.25,2620,5,33
2026-03-01 13:29:29,192.168.1.25,2261,5,35
2026-03-01 13:24:36,192.168.1.10,2699,9,32
2026-03-01 13:24:32,192.168.1.29,1119,9,29
2026-03-01 13:26:13,192.168.1.23,841,9,15
2026-03-01 13:28:48,192.168.1.26,2510,5,17
2026-03-01 13:25:54,192.168.1.26,1676,9,19
2026-03-01 13:21:30,192.168.1.23,2203,5,10
2026-03-01 13:24:56,192.168.1.29,1082,9,35
2026-03-01 13:23:59,192.168.1.16,2065,5,11
2026-03-01 13:20:00,192.168.1.15,2959,9,42
2026-03-01 13:23:25,192.168.1.15,805,5,45
2026-03-01 13:26:17,192.168.1.28,1506,5,13
2026-03-01 13:27:15,192.168.1.16,1642,5,40
2026-03-01 13:20:16,192.168.1.21,947,5,36
2026-03-01 13:27:10,192.168.1.19,1442,5,27
2026-03-01 13:24:54,192.168.1.18,2623,9,38
2026-03-01 13:22:29,192.168.1.21,905,9,43
2026-03-01 13:24:39,192.168.1.26,2559,9,43
2026-03-01 13:20:13,192.168.1.16,1887,5,42
2026-03-01 13:26:21,192.168.1.17,736,5,34
2026-03-01 13:24:31,192.168.1.10,2511,9,41
2026-03-01 13:26:17,192.168.1.16,1121,9,28
2026-03-01 13:25:51,192.168.1.20,2122,5,28
2026-03-01 13:20:28,192.168.1.28,630,9,44
2026-03-01 13:21:56,192.168.1.16,2451,9,36
2026-03-01 13:28:07,192.168.1.28,2842,5,20
2026-03-01 13:28:08,192.168.1.28,2019,9,33
2026-03-01 13:22:12,192.168.1.18,1429,5,23
2026-03-01 13:24:18,192.168.1.18,2644,9,43
2026-03-01 13:24:26,192.168.1.21,1020,5,41
2026-03-01 13:27:05,192.168.1.16,2617,5,35
2026-03-01 13:28:51,192.168.1.14,1369,5,22
2026-03-01 13:20:25,192.168.1.21,1784,5,33
2026-03-01 13:24:30,192.168.1.15,1985,5,37
2026-03-01 13:20:35,192.168.1.11,713,9,36
2026-03-01 13:22:27,192.168.1.30,2877,5,34
2026-03-01 13:23:22,192.168.1.24,1093,9,26
2026-03-01 13:22:00,192.168.1.19,1089,5,25
2026-03-01 13:23:44,192.168.1.14,773,9,41
2026-03-01 13:26:19,192.168.1.17,565,9,12
2026-03-01 13:26:26,192.168.1.17,2380,5,43
2026-03-01 13:21:09,192.168.1.23,1842,5,16
2026-03-01 13:22:29,192.168.1.10,2704,9,19
2026-03-01 13:25:35,192.168.1.13,2726,5,26
2026-03-01 13:22:30,192.168.1.28,1533,9,16
2026-03-01 13:29:04,192.168.1.14,2659,9,29
2026-03-01 13:24:38,192.168.1.26,2194,9,38
2026-03-01 13:21:29,192.168.1.18,2251,5,11
2026-03-01 13:24:48,192.168.1.29,1645,9,38
2026-03-01 13:24:42,192.168.1.26,817,9,22
2026-03-01 13:27:00,192.168.1.23,2575,9,32
2026-03-01 13:27:05,192.168.1.15,2833,5,22
2026-03-01 13:26:52,192.168.1.28,1654,9,20
2026-03-01 13:22:41,192.168.1.28,2670,9,26
2026-03-01 13:20:56,192.168.1.15,531,5,11
2026-03-01 13:26:17,192.168.1.11,2977,5,35
2026-03-01 13:21:36,192.168.1.21,1398,9,31
2026-03-01 13:23:20,192.168.1.14,704,5,27
2026-03-01 13:20:47,192.168.1.17,2246,9,33
2026-03-01 13:21:45,192.168.1.25,2523,9,30
2026-03-01 13:25:09,192.168.1.10,1065,5,37
2026-03-01 13:26:00,192.168.1.26,1528,5,23
2026-03-01 13:24:11,192.168.1.20,1763,9,17
2026-03-01 13:29:01,192.168.1.13,1358,9,44
2026-03-01 13:28:23,192.168.1.20,521,9,38
2026-03-01 13:28:51,192.168.1.26,1582,9,38
2026-03-01 13:21:47,192.168.1.14,820,9,12
2026-03-01 13:21:19,192.168.1.30,1810,9,17
2026-03-01 13:20:00,192.168.1.19,2782,5,41
2026-03-01 13:25:08,192.168.1.27,2106,9,26
2026-03-01 13:26:39,192.168.1.16,1143,9,12
2026-03-01 13:27:18,192.168.1.26,1890,9,25
2026-03-01 13:24:48,192.168.1.21,1785,9,35
2026-03-01 13:22:32,192.168.1.15,1410,9,44
2026-03-01 13:28:47,192.168.1.29,2118,9,23
2026-03-01 13:20:31,192.168.1.16,769,5,21
2026-03-01 13:20:14,192.168.1.24,1022,9,12
2026-03-01 13:22:04,192.168.1.21,1983,9,36
2026-03-01 13:21:59,192.168.1.13,803,5,43
2026-03-01 13:26:01,192.168.1.24,1219,5,44
2026-03-01 13:21:19,192.168.1.17,1277,9,36
2026-03-01 13:28:17,192.168.1.27,580,5,40
2026-03-01 13:26:04,192.168.1.26,2369,9,43
2026-03-01 13:22:51,192.168.1.26,2189,9,10
2026-03-01 13:24:35,192.168.1.13,1236,5,36
2026-03-01 13:27:46,192.168.1.30,988,9,19
2026-03-01 13:21:59,192.168.1.30,1060,9,37
2026-03-01 13:29:42,192.168.1.23,530,9,31
2026-03-01 13:29:09,192.168.1.21,620,9,30
2026-03-01 13:21:04,192.168.1.12,748,9,15
2026-03-01 13:28:55,192.168.1.13,708,5,11
2026-03-01 13:23:31,192.168.1.24,1343,9,23
2026-03-01 13:20:59,192.168.1.14,2115,5,41
2026-03-01 13:23:13,192.168.1.25,1498,9,33
2026-03-01 13:26:04,192.168.1.11,2555,9,18
2026-03-01 13:29:35,192.168.1.15,1062,9,25
2026-03-01 13:28:24,192.168.1.10,537,5,30
2026-03-01 13:20:57,192.168.1.10,2190,9,17
2026-03-01 13:26:41,192.168.1.18,1532,5,24
2026-03-01 13:27:47,192.168.1.12,1752,9,15
2026-03-01 13:27:00,192.168.1.19,2754,5,14
2026-03-01 13:24:38,192.168.1.22,1530,5,10
2026-03-01 13:27:50,192.168.1.16,1842,9,39
2026-03-01 13:21:21,192.168.1.11,2598,5,13
2026-03-01 13:28:43,192.168.1.10,1161,9,37
2026-03-01 13:28:38,192.168.1.16,2041,5,21
2026-03-01 13:26:15,192.168.1.29,1647,5,24
2026-03-01 13:25:20,192.168.1.13,1425,5,17
2026-03-01 13:25:21,192.168.1.18,1921,9,12
2026-03-01 13:22:11,192.168.1.30,2432,9,32
2026-03-01 13:24:51,192.168.1.11,1840,9,42
2026-03-01 13:25:10,192.168.1.12,2394,9,43
2026-03-01 13:28:11,192.168.1.12,584,5,33
2026-03-01 13:24:39,192.168.1.22,1582,5,31
2026-03-01 13:22:46,192.168.1.23,947,5,44
2026-03-01 13:22:08,192.168.1.25,1440,9,29
2026-03-01 13:28:39,192.168.1.19,1779,5,35
2026-03-01 13:26:28,192.168.1.23,2852,9,30
2026-03-01 13:20:05,192.168.1.11,1930,9,37
2026-03-01 13:26:07,192.168.1.22,772,5,29
2026-03-01 13:27:32,192.168.1.11,2292,9,10
2026-03-01 13:25:14,192.168.1.21,2156,9,44
2026-03-01 13:20:52,192.168.1.15,1727,5,21
2026-03-01 13:22:24,192.168.1.23,1395,5,19
2026-03-01 13:28:49,192.168.1.12,1647,5,15
2026-03-01 13:29:12,192.168.1.30,1607,5,38
2026-03-01 13:28:02,192.168.1.10,822,9,12
2026-03-01 13:24:03,192.168.1.12,1474,5,13
2026-03-01 13:28:25,192.168.1.15,1756,9,20
2026-03-01 13:25:45,192.168.1.18,877,5,37
2026-03-01 13:27:14,192.168.1.18,704,5,10
2026-03-01 13:34:33,192.168.1.23,1549,5,30
2026-03-01 13:31:47,192.168.1.26,2004,9,33
2026-03-01 13:37:11,192.168.1.18,1996,9,28
2026-03-01 13:31:30,192.168.1.22,1921,9,37
2026-03-01 13:34:21,192.168.1.29,2049,9,13
2026-03-01 13:33:59,192.168.1.15,2874,9,15
2026-03-01 13:35:09,192.168.1.18,1210,5,20
2026-03-01 13:31:33,192.168.1.28,2091,9,23
2026-03-01 13:35:41,192.168.1.14,1347,9,12
2026-03-01 13:35:16,192.168.1.29,519,5,41
2026-03-01 13:37:42,192.168.1.24,632,9,29
2026-03-01 13:34:53,192.168.1.19,2350,9,33
2026-03-01 13:37:11,192.168.1.20,2210,5,10
2026-03-01 13:39:17,192.168.1.11,1286,9,39
2026-03-01 13:36:58,192.168.1.29,639,5,19
2026-03-01 13:30:01,192.168.1.26,1306,5,38
2026-03-01 13:37:07,192.168.1.29,1944,5,18
2026-03-01 13:32:00,192.168.1.15,907,9,30
2026-03-01 13:32:09,192.168.1.21,1769,5,13
2026-03-01 13:38:16,192.168.1.12,2743,5,13
2026-03-01 13:35:59,192.168.1.10,1370,9,12
2026-03-01 13:37:59,192.168.1.19,655,9,28
2026-03-01 13:36:03,192.168.1.30,1046,5,42
2026-03-01 13:39:15,192.168.1.18,564,5,10
2026-03-01 13:39:33,192.168.1.17,1876,9,38
2026-03-01 13:35:12,192.168.1.20,852,9,45
2026-03-01 13:38:23,192.168.1.29,2375,9,32
2026-03-01 13:39:42,192.168.1.10,2381,9,12
2026-03-01 13:33:51,192.168.1.21,1955,5,32
2026-03-01 13:37:46,192.168.1.24,1544,5,32
2026-03-01 13:31:17,192.168.1.12,1161,5,20
2026-03-01 13:35:10,192.168.1.16,2995,9,27
2026-03-01 13:30:22,192.168.1.29,1252,9,24
2026-03-01 13:39:46,192.168.1.18,2435,5,27
2026-03-01 13:33:17,192.168.1.21,2952,9,30
2026-03-01 13:34:05,192.168.1.20,2557,5,16
2026-03-01 13:36:29,192.168.1.14,2021,5,42
2026-03-01 13:35:14,192.168.1.10,945,9,13
2026-03-01 13:38:39,192.168.1.28,717,5,32
2026-03-01 13:31:36,192.168.1.29,1038,5,33
2026-03-01 13:34:54,192.168.1.28,506,9,32
2026-03-01 13:36:44,192.168.1.26,2891,9,17
2026-03-01 13:37:01,192.168.1.18,1830,5,15
2026-03-01 13:38:35,192.168.1.27,1664,5,29
2026-03-01 13:33:20,192.168.1.24,849,9,26
2026-03-01 13:34:23,192.168.1.28,546,5,38
2026-03-01 13:30:49,192.168.1.25,677,5,45
2026-03-01 13:37:38,192.168.1.29,2999,9,27
2026-03-01 13:36:46,192.168.1.29,2008,9,40
2026-03-01 13:35:07,192.168.1.20,609,9,29
2026-03-01 13:31:43,192.168.1.27,2073,5,16
2026-03-01 13:31:33,192.168.1.15,1499,9,43
2026-03-01 13:30:59,192.168.1.30,2787,5,18
2026-03-01 13:38:38,192.168.1.19,1605,5,41
2026-03-01 13:39:33,192.168.1.17,1905,5,34
2026-03-01 13:38:16,192.168.1.11,2013,9,21
2026-03-01 13:31:35,192.168.1.16,1316,5,38
2026-03-01 13:39:24,192.168.1.14,2998,5,32
2026-03-01 13:36:54,192.168.1.28,2331,9,37
2026-03-01 13:36:52,192.168.1.12,2495,9,20
2026-03-01 13:31:21,192.168.1.29,1749,9,13
2026-03-01 13:31:37,192.168.1.25,1490,5,25
2026-03-01 13:39:32,192.168.1.13,2193,9,13
2026-03-01 13:39:29,192.168.1.20,748,9,15
2026-03-01 13:31:38,192.168.1.24,543,5,14
2026-03-01 13:38:34,192.168.1.19,2225,9,25
2026-03-01 13:37:55,192.168.1.11,1063,9,29
2026-03-01 13:33:22,192.168.1.24,2899,5,41
2026-03-01 13:34:40,192.168.1.12,704,5,15
2026-03-01 13:30:10,192.168.1.21,2407,9,36
2026-03-01 13:30:36,192.168.1.11,1444,9,34
2026-03-01 13:30:01,192.168.1.27,1249,5,39
2026-03-01 13:33:13,192.168.1.14,770,9,35
2026-03-01 13:31:22,192.168.1.18,1973,5,14
2026-03-01 13:33:02,192.168.1.17,1586,9,20
2026-03-01 13:35:35,192.168.1.27,2038,9,43
2026-03-01 13:33:56,192.168.1.22,710,5,41
2026-03-01 13:33:01,192.168.1.20,691,9,19
2026-03-01 13:33:41,192.168.1.30,2579,9,19
2026-03-01 13:31:42,192.168.1.15,2573,9,12
2026-03-01 13:36:02,192.168.1.27,2505,5,24
2026-03-01 13:31:00,192.168.1.22,1011,5,17
2026-03-01 13:32:09,192.168.1.15,2283,9,28
2026-03-01 13:33:37,192.168.1.17,1824,9,12
2026-03-01 13:32:40,192.168.1.13,1904,9,21
2026-03-01 13:33:45,192.168.1.12,2775,5,24
2026-03-01 13:39:39,192.168.1.10,1228,9,30
2026-03-01 13:33:48,192.168.1.12,2922,9,20
2026-03-01 13:38:57,192.168.1.21,2022,5,41
2026-03-01 13:30:45,192.168.1.24,2670,5,31
2026-03-01 13:38:39,192.168.1.28,1100,9,33
2026-03-01 13:30:41,192.168.1.17,576,5,34
2026-03-01 13:31:36,192.168.1.18,1651,9,14
2026-03-01 13:32:24,192.168.1.19,2207,9,25
2026-03-01 13:30:58,192.168.1.11,2428,5,38
2026-03-01 13:39:34,192.168.1.19,1853,5,13
2026-03-01 13:39:41,192.168.1.29,806,9,43
2026-03-01 13:38:58,192.168.1.28,2418,9,42
2026-03-01 13:36:47,192.168.1.19,2989,5,35
2026-03-01 13:30:25,192.168.1.24,2101,5,10
2026-03-01 13:31:50,192.168.1.12,1602,9,40
2026-03-01 13:32:55,192.168.1.21,712,9,21
2026-03-01 13:33:21,192.168.1.29,561,9,32
2026-03-01 13:30:02,192.168.1.20,1324,9,39
2026-03-01 13:30:00,192.168.1.22,1839,5,41
2026-03-01 13:36:17,192.168.1.23,2739,9,37
2026-03-01 13:38:10,192.168.1.19,2235,9,29
2026-03-01 13:39:33,192.168.1.24,2865,5,14
2026-03-01 13:31:14,192.168.1.20,2738,9,14
2026-03-01 13:36:34,192.168.1.13,2088,5,12
2026-03-01 13:32:25,192.168.1.21,1282,9,29
2026-03-01 13:37:18,192.168.1.21,1205,5,38
2026-03-01 13:38:24,192.168.1.30,1076,9,15
2026-03-01 13:36:29,192.168.1.21,1373,9,20
2026-03-01 13:32:20,192.168.1.30,1254,5,29
2026-03-01 13:38:49,192.168.1.28,1107,9,24
2026-03-01 13:33:35,192.168.1.21,2185,9,30
2026-03-01 13:32:45,192.168.1.21,1870,5,21
2026-03-01 13:36:26,192.168.1.13,1641,9,41
2026-03-01 13:38:04,192.168.1.18,535,5,13
2026-03-01 13:31:12,192.168.1.25,2502,9,35
2026-03-01 13:34:07,192.168.1.23,2830,9,33
2026-03-01 13:30:00,192.168.1.30,1621,9,11
2026-03-01 13:37:24,192.168.1.13,1841,5,45
2026-03-01 13:35:45,192.168.1.18,1644,9,41
2026-03-01 13:32:50,192.168.1.13,2352,5,45
2026-03-01 13:35:06,192.168.1.18,2083,9,10
2026-03-01 13:37:35,192.168.1.26,952,5,27
2026-03-01 13:38:54,192.168.1.19,1018,5,16
2026-03-01 13:34:32,192.168.1.19,938,9,29
2026-03-01 13:35:29,192.168.1.25,2381,9,40
2026-03-01 13:34:15,192.168.1.28,2108,9,25
2026-03-01 13:32:39,192.168.1.17,2833,9,25
2026-03-01 13:35:42,192.168.1.24,2306,5,10
2026-03-01 13:36:51,192.168.1.14,1838,5,25
2026-03-01 13:37:41,192.168.1.26,576,9,42
2026-03-01 13:32:01,192.168.1.12,1022,5,40
2026-03-01 13:30:12,192.168.1.12,1195,5,28
2026-03-01 13:36:26,192.168.1.26,716,9,40
2026-03-01 13:39:39,192.168.1.26,1144,5,25
2026-03-01 13:33:01,192.168.1.19,544,5,35
2026-03-01 13:38:25,192.168.1.10,1032,9,19
2026-03-01 13:33:10,192.168.1.20,2256,9,33
2026-03-01 13:33:16,192.168.1.15,1992,5,16
2026-03-01 13:35:03,192.168.1.29,2037,5,33
2026-03-01 13:36:43,192.168.1.28,2436,5,33
2026-03-01 13:34:07,192.168.1.29,2545,9,19
2026-03-01 13:37:03,192.168.1.14,1408,9,42
2026-03-01 13:38:34,192.168.1.15,2317,5,29
2026-03-01 13:39:45,192.168.1.30,1936,5,13
2026-03-01 13:36:32,192.168.1.14,2133,9,43
2026-03-01 13:36:59,192.168.1.15,1423,9,34
2026-03-01 13:39:14,192.168.1.21,2957,9,28
2026-03-01 13:30:55,192.168.1.23,1980,5,42
2026-03-01 13:31:34,192.168.1.11,2719,9,19
2026-03-01 13:35:49,192.168.1.27,2400,5,24
2026-03-01 13:35:33,192.168.1.29,1407,9,13
2026-03-01 13:38:29,192.168.1.17,549,5,43
2026-03-01 13:39:53,192.168.1.19,1396,9,39
2026-03-01 13:38:59,192.168.1.23,1953,5,20
2026-03-01 13:30:25,192.168.1.10,1749,5,32
2026-03-01 13:38:12,192.168.1.21,2970,9,30
2026-03-01 13:39:27,192.168.1.15,1042,9,14
2026-03-01 13:32:24,192.168.1.29,2586,9,22
2026-03-01 13:30:44,192.168.1.29,721,9,19
2026-03-01 13:34:45,192.168.1.28,2292,9,17
2026-03-01 13:30:46,192.168.1.16,2041,5,30
2026-03-01 13:33:56,192.168.1.19,2437,9,22
2026-03-01 13:30:09,192.168.1.18,1030,9,40
2026-03-01 13:36:03,192.168.1.30,1890,9,40
2026-03-01 13:35:42,192.168.1.23,1294,9,27
2026-03-01 13:32:05,192.168.1.16,2412,5,15
2026-03-01 13:31:30,192.168.1.15,515,5,42
2026-03-01 13:31:31,192.168.1.22,2253,5,20
2026-03-01 13:37:55,192.168.1.27,1967,9,43
2026-03-01 13:30:32,192.168.1.30,1880,9,35
2026-03-01 13:32:45,192.168.1.16,925,9,22
2026-03-01 13:35:25,192.168.1.26,1421,9,16
2026-03-01 13:37:32,192.168.1.27,501,9,32
2026-03-01 13:33:53,192.168.1.28,2494,9,35
2026-03-01 13:38:24,192.168.1.10,2739,9,10
2026-03-01 13:30:52,192.168.1.29,2786,5,41
2026-03-01 13:35:49,192.168.1.25,674,9,34
2026-03-01 13:36:05,192.168.1.25,699,9,30
2026-03-01 13:30:29,192.168.1.14,2520,5,34
2026-03-01 13:33:24,192.168.1.28,1247,5,14
2026-03-01 13:31:28,192.168.1.11,2542,5,36
2026-03-01 13:30:51,192.168.1.22,1992,5,25
2026-03-01 13:34:53,192.168.1.30,1766,5,14
2026-03-01 13:33:44,192.168.1.15,1466,9,38
2026-03-01 13:34:56,192.168.1.24,2762,5,29
2026-03-01 13:31:03,192.168.1.25,1981,9,42
2026-03-01 13:34:18,192.168.1.10,548,5,44
